movie_id;movie_name;year;votes_kp;votes_imdb;votes_filmCritics;votes_await;rating_kp;rating_imdb;rating_filmCritics;movieLength;ageRating;ratingMpaa;type;genres;countries;fees_usa;videos_trailers_number;budget;actor_metric;writer_metric;director_metric;Special_effects;Production
690593;Человек-паук: Возвращение домой;2017;371775.0;684420.0;400.0;54908.0;7.156;7.4;7.6;133.0;16.0;pg13;movie;['фантастика', 'боевик', 'приключения'];['США'];334201140;6.0;175000000.0;56765738.272733845;784650.4507911664;224736.0531531752;['Digital Domain', 'Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'Method Studios', 'Sony Pictures Imageworks'];[]
575180;Пираты Карибского моря: Мертвецы не рассказывают сказки;2017;371511.0;326362.0;294.0;128491.0;6.684;6.5;4.7;129.0;16.0;pg13;movie;['фэнтези', 'боевик', 'комедия', 'приключения'];['США', 'Австралия', 'Великобритания', 'Канада'];172558876;3.0;230000000.0;51773352.80580466;23816015.9793194;234938.7423981132;['Lola Visual Effects', 'Moving Picture Company, The', 'Mr. X Inc.', 'Rodeo FX'];[]
104927;Отпуск по обмену;2006;370585.0;301645.0;158.0;;7.782;6.9;5.7;136.0;16.0;pg13;movie;['мелодрама', 'комедия'];['США'];63224849;3.0;85000000.0;14305159.191190733;;;['Custom Film Effects', 'Pacific Title & Art Studio'];['Columbia Pictures Corporation', 'Relativity Media', 'Universal Pictures']
277328;Варкрафт;2016;370318.0;271148.0;236.0;83518.0;7.63;6.7;4.4;123.0;12.0;pg13;movie;['фэнтези', 'боевик', 'приключения'];['США', 'Канада', 'Китай', 'Япония'];47365290;4.0;160000000.0;19587792.609029032;2461535.7815098343;;['Industrial Light & Magic (ILM)', 'Rodeo FX', 'Third Floor, The'];['Universal Pictures']
1007049;Аладдин;2019;369432.0;282151.0;386.0;28325.0;7.318;6.9;5.9;128.0;6.0;pg;movie;['мюзикл', 'фэнтези', 'мелодрама', 'комедия', 'приключения', 'семейный'];['США', 'Великобритания', 'Австралия'];355559216;3.0;183000000.0;20065800.594673213;7838193.392184223;8612017.558112923;[];[]
102151;Хэнкок;2008;369020.0;496485.0;227.0;;7.418;6.4;5.4;92.0;12.0;r;movie;['фантастика', 'боевик', 'драма', 'комедия'];['США'];227946274;5.0;150000000.0;11400403.211945891;4231.553272690708;561824.2303268362;['Gentle Giant Studios Inc.', 'Lidar Services Inc.', 'Sony Pictures Imageworks'];['Relativity Media']
3491;Ван Хельсинг;2004;368540.0;275418.0;224.0;;7.597;6.0;4.2;131.0;12.0;pg13;movie;['фэнтези', 'боевик', 'триллер', 'приключения'];['США', 'Чехия', 'Румыния'];120177084;3.0;160000000.0;3275097.641433261;785948.4594103707;821445.9581304807;['Digiscope', 'Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'Pacific Title & Art Studio'];['Universal Pictures']
426004;Мальчишник в Вегасе;2009;368415.0;810907.0;240.0;709.0;7.864;7.7;6.8;96.0;16.0;r;movie;['комедия'];['США'];277322503;3.0;35000000.0;4573745.167129975;;726895.1412090568;[];[]
5619;Звёздные войны: Эпизод 3 — Месть ситхов;2005;366701.0;814619.0;304.0;;8.109;7.6;7.3;140.0;12.0;pg13;movie;['фантастика', 'боевик', 'фэнтези', 'приключения'];['США', 'Италия', 'Швейцария', 'Таиланд'];380270577;2.0;113000000.0;16563392.210556086;2863816.95906896;1802432.8943585784;['Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'Third Floor, The'];['NBC Universal Television']
3561;Дневник памяти;2004;363485.0;590025.0;181.0;;8.247;7.8;5.7;124.0;12.0;pg13;movie;['драма', 'мелодрама'];['США'];81001787;2.0;29000000.0;2508962.67946411;202899.0557144225;180357.81664472405;['Custom Film Effects'];['New Line Cinema']
843859;Капитан Марвел;2019;362467.0;591684.0;552.0;44535.0;6.509;6.8;6.8;123.0;16.0;pg13;movie;['фантастика', 'боевик', 'приключения'];['США', 'Австралия'];426829839;4.0;175000000.0;80083948.13578601;5728085.176882874;;['Digital Domain', 'Double Negative', 'Industrial Light & Magic (ILM)', 'Lola Visual Effects'];[]
81288;Трансформеры;2007;360336.0;656230.0;227.0;;7.581;7.0;5.8;143.0;12.0;pg13;movie;['фантастика', 'боевик'];['США'];319246193;4.0;150000000.0;7075449.1543910345;2545378.472176872;2022006.695787842;['Asylum VFX', 'Digital Domain', 'Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'K.N.B. EFX Group Inc.'];['Paramount Pictures']
160946;Первый мститель;2011;358230.0;867615.0;275.0;27266.0;6.728;6.9;7.0;119.0;12.0;pg13;movie;['фантастика', 'боевик', 'приключения', 'военный'];['США'];176654505;2.0;140000000.0;21161221.02838488;2463270.6272510155;1114860.3079648055;['Double Negative', 'Industrial Light & Magic (ILM)', 'Lola Visual Effects', 'Method Studios', 'Third Floor, The'];[]
627;Изгой;2000;353504.0;611487.0;157.0;;8.253;7.8;7.4;143.0;12.0;pg13;movie;['драма', 'мелодрама', 'приключения'];['США'];233632142;3.0;90000000.0;7322896.594310505;;2691622.775412998;['Sony Pictures Imageworks'];['20th Century Fox Film Corporation']
413447;2012;2009;353489.0;387055.0;246.0;32544.0;6.903;5.8;5.2;158.0;16.0;pg13;movie;['фантастика', 'приключения', 'боевик'];['США'];166112167;4.0;200000000.0;14933192.274692835;1031342.3712830904;1887597.1058162248;['Digital Domain', 'Double Negative', 'Proof'];[]
405609;Алиса в Стране чудес;2010;352801.0;426658.0;278.0;45081.0;7.127;6.4;5.8;108.0;12.0;pg;movie;['фэнтези', 'детектив', 'приключения', 'семейный'];['США'];334191110;4.0;200000000.0;29552234.250044733;636068.63748487;4121015.1731098434;['Plowman Craven & Associates', 'Sony Pictures Imageworks', 'Third Floor, The'];[]
401177;Сумерки;2008;351201.0;472696.0;223.0;;6.694;5.3;5.4;122.0;16.0;pg13;movie;['фэнтези', 'драма', 'мелодрама'];['США'];192769854;4.0;37000000.0;1841783.26135588;;227199.8980229065;['Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'Lola Visual Effects'];[]
1009784;Апгрейд;2018;349992.0;198526.0;195.0;1392.0;7.599;7.5;7.3;100.0;18.0;r;movie;['фантастика', 'боевик', 'триллер', 'детектив', 'криминал'];['Австралия', 'США'];11977130;3.0;5000000.0;3229314.438990878;3748054.5422968506;448746.1570105864;[];[]
47237;Бэтмен: Начало;2005;349976.0;1509234.0;289.0;;7.928;8.2;7.7;140.0;16.0;pg13;movie;['боевик', 'фантастика', 'приключения', 'драма'];['США', 'Великобритания'];205343774;5.0;150000000.0;17595762.384372864;3143297.949169334;2105952.516165427;['Double Negative', 'Moving Picture Company, The', 'Plowman Craven & Associates'];[]
367;Реквием по мечте;2000;349732.0;864371.0;139.0;;7.995;8.3;7.4;102.0;18.0;r;movie;['драма'];['США'];3635482;2.0;4500000.0;1981587.9014958248;148066.4267243243;148066.4267243243;[];[]
770;Одиннадцать друзей Оушена;2001;348732.0;593705.0;184.0;;8.083;7.7;7.0;116.0;12.0;pg13;movie;['криминал', 'триллер'];['США'];183417150;3.0;85000000.0;12094995.078957364;42567.26912802994;584337.5077850145;[];['Village Roadshow Pictures', 'Warner Bros. Pictures']
677893;Стажёр;2015;346284.0;261987.0;204.0;11824.0;7.614;7.1;5.7;121.0;16.0;pg13;movie;['мелодрама', 'комедия'];['США'];75764672;4.0;35000000.0;37982606.78167521;;;['Rodeo FX'];[]
485311;Король говорит!;2010;345952.0;692991.0;304.0;1791.0;8.016;8.0;8.6;118.0;16.0;r;movie;['драма', 'биография', 'история'];['Великобритания', 'США'];135453143;1.0;15000000.0;24664511.08449861;6553.228967475685;123861.32904801292;[];[]
355;Пианист;2002;345914.0;860045.0;189.0;;8.465;8.5;8.2;149.0;16.0;r;movie;['драма', 'военный', 'биография', 'музыка'];['Франция', 'Польша', 'Великобритания', 'Германия'];32572577;2.0;35000000.0;237704.1706171045;;278311.40656987583;[];['Canal+[France]', 'Studio Canal']
1009536;Джон Уик 3;2019;344363.0;406456.0;359.0;33592.0;6.944;7.4;7.4;130.0;18.0;r;movie;['боевик', 'триллер', 'криминал'];['США'];171015687;3.0;55000000.0;49697759.54683964;6081206.923642761;4494581.106980458;[];[]
842567;Босс-молокосос;2017;343595.0;134085.0;179.0;5967.0;6.514;6.3;5.5;97.0;6.0;pg;cartoon;['мультфильм', 'комедия', 'приключения', 'семейный'];['США'];175003033;3.0;125000000.0;20925436.01636566;;1655857.09356006;[];['AMT']
195394;Принц Персии: Пески времени;2010;342742.0;296789.0;230.0;43864.0;7.331;6.6;5.1;115.0;12.0;pg13;movie;['фэнтези', 'боевик', 'приключения'];['США'];90759676;3.0;150000000.0;13236507.901458072;186828.1975668801;1771670.1672621006;['Cinesite', 'Double Negative', 'Plowman Craven & Associates'];[]
807682;Логан;2017;341094.0;791508.0;430.0;54032.0;7.647;8.1;8.0;137.0;18.0;r;movie;['фантастика', 'боевик', 'триллер', 'драма'];['США'];226277068;5.0;97000000.0;27596870.6609635;4149537.621253348;4269646.039599832;['Gentle Giant Studios Inc.'];['20th Century Fox Film Corporation', 'AMT']
341;Амели;2001;340693.0;779700.0;186.0;;8.021;8.3;8.1;122.0;18.0;r;movie;['мелодрама', 'комедия'];['Франция', 'Германия'];33225499;3.0;9000000.0;243524.140662321;71845.46234515501;217015.8093668138;['Industrial Light & Magic (ILM)', 'Rhythm & Hues'];['Canal+[France]']
718811;Прибытие;2016;340683.0;722755.0;440.0;12890.0;7.602;7.9;8.4;116.0;16.0;pg13;movie;['фантастика', 'драма', 'детектив'];['США', 'Канада'];100546139;3.0;47000000.0;34330544.34188977;1026278.2370619632;7073115.0689898;['Rodeo FX'];[]
522876;Век Адалин;2015;338580.0;191247.0;173.0;8675.0;7.734;7.2;5.5;113.0;16.0;pg13;movie;['драма', 'мелодрама', 'фэнтези'];['США', 'Канада'];42629776;1.0;25000000.0;11253689.687032329;200731.56444415989;107097.65861514644;['Proof'];['AMT']
428711;Отпетые мошенницы;2019;336413.0;63716.0;172.0;5518.0;6.506;5.4;3.9;93.0;16.0;pg13;movie;['комедия', 'криминал'];['США'];35417038;3.0;21000000.0;30262611.77360811;118164.37437479166;;[];['Metro-Goldwyn-Mayer (MGM)']
391772;Всегда говори «ДА»;2008;336032.0;372337.0;156.0;2.0;7.809;6.8;5.3;104.0;12.0;pg13;movie;['комедия'];['США', 'Великобритания'];97690976;2.0;70000000.0;9569752.891003348;;361751.3332150716;[];['Village Roadshow Pictures']
676266;Первый мститель: Другая война;2014;335801.0;869819.0;313.0;48974.0;7.27;7.8;7.7;136.0;12.0;pg13;movie;['фантастика', 'боевик', 'триллер', 'приключения'];['США'];259766572;3.0;170000000.0;57091959.99219465;13815833.288690604;144223.49806440345;['Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'Lola Visual Effects', 'Proof', 'Sony Pictures Imageworks'];[]
786958;Иллюзия обмана 2;2016;335494.0;304686.0;200.0;67708.0;6.654;6.4;4.9;129.0;12.0;pg13;movie;['боевик', 'триллер', 'комедия', 'криминал', 'детектив', 'приключения'];['США', 'Франция'];65075540;3.0;90000000.0;118107194.1410785;5815032.355604991;984666.5917232874;['Cinesite', 'Industrial Light & Magic (ILM)'];['AMT']
903831;Холодное сердце 2;2019;334464.0;186264.0;338.0;22491.0;7.375;6.8;6.7;103.0;6.0;pg;cartoon;['мультфильм', 'мюзикл', 'фэнтези', 'драма', 'комедия', 'приключения', 'семейный'];['США'];477373578;6.0;150000000.0;26590735.01934392;9835339.208244722;2887647.435450468;[];[]
885658;Джон Уик 2;2017;334164.0;482020.0;283.0;19768.0;7.099;7.4;7.4;122.0;18.0;r;movie;['боевик', 'триллер', 'криминал'];['США', 'Гонконг'];92029184;3.0;40000000.0;35900498.11375538;3160836.9014127594;1574211.0847504567;['Industrial Light & Magic (ILM)'];['AMT']
427855;Пол: Секретный материальчик;2011;333691.0;259813.0;207.0;7798.0;7.241;6.9;6.3;104.0;16.0;r;movie;['фантастика', 'комедия', 'приключения'];['Великобритания', 'США'];37412945;5.0;40000000.0;23925802.739905927;1760773.0360731091;1751696.6578115248;['Double Negative'];['Relativity Media', 'Universal Pictures']
595938;Тор 2: Царство тьмы;2013;332691.0;701933.0;287.0;56652.0;7.237;6.8;6.2;108.0;12.0;pg13;movie;['фэнтези', 'боевик', 'приключения'];['США'];206362140;2.0;170000000.0;42454236.499396965;12120906.328651275;;['Gentle Giant Studios Inc.', 'Third Floor, The'];[]
424266;Книга Илая;2009;331731.0;327939.0;209.0;12880.0;7.151;6.8;5.5;117.0;18.0;r;movie;['фантастика', 'боевик', 'драма'];['США'];94835059;0.0;80000000.0;19887723.74094124;;130018.65209914942;['Digiscope', 'Lola Visual Effects'];['Silver Pictures']
82441;Человек-паук 3: Враг в отражении;2007;331042.0;611069.0;261.0;;7.105;6.3;6.2;139.0;12.0;pg13;movie;['фантастика', 'боевик', 'приключения'];['США'];336530303;2.0;258000000.0;16537676.753352815;3443031.6754208794;2662134.83943862;['Gentle Giant Studios Inc.', 'Sony Pictures Imageworks'];[]
427122;Добро пожаловать в Zомбилэнд;2009;328442.0;597316.0;259.0;4882.0;7.434;7.6;7.4;84.0;18.0;r;movie;['ужасы', 'комедия', 'боевик'];['США'];75590286;2.0;23600000.0;9693297.092626844;8731.574052960385;;[];[]
455767;Риддик;2013;325510.0;173295.0;175.0;46938.0;6.67;6.4;5.4;119.0;16.0;r;movie;['фантастика', 'боевик', 'триллер', 'приключения'];['Канада', 'США'];42025135;3.0;38000000.0;11371329.12750403;1059887.2624600632;810034.4483686658;['Industrial Light & Magic (ILM)', 'Lidar Services Inc.'];[]
7908;В поисках Немо;2003;325365.0;1070490.0;269.0;;7.936;8.2;8.7;101.0;0.0;g;cartoon;['мультфильм', 'комедия', 'приключения', 'семейный'];['США'];339714978;5.0;94000000.0;4438390.696347819;1724120.056994914;764342.733048752;[];[]
738499;Гринч;2018;324349.0;79903.0;195.0;5709.0;7.626;6.4;6.0;85.0;6.0;pg;cartoon;['мультфильм', 'фэнтези', 'комедия', 'семейный'];['Франция', 'США'];270620950;5.0;75000000.0;19575843.45720888;865850.3312327978;;[];['Universal Pictures']
12090;Мистер и миссис Смит;2005;324303.0;513900.0;212.0;;7.537;6.5;6.1;120.0;16.0;pg13;movie;['боевик', 'комедия', 'триллер', 'криминал'];['США'];186336279;2.0;110000000.0;12307561.97517193;;941689.51680645;['Industrial Light & Magic (ILM)'];[]
278217;Новый Человек-паук;2012;322868.0;675662.0;339.0;72239.0;6.927;6.9;6.6;131.0;12.0;pg13;movie;['фантастика', 'боевик', 'приключения'];['США'];262030663;6.0;230000000.0;20519495.78251532;20156599.74382454;1508879.2328517;['Digital Domain', 'Method Studios', 'Proof', 'Rodeo FX', 'Sony Pictures Imageworks'];[]
278273;Чёрный лебедь;2010;322518.0;791298.0;319.0;13907.0;7.736;8.0;8.2;103.0;18.0;r;movie;['драма', 'триллер'];['США'];106954678;2.0;13000000.0;13249107.083288737;16407.60025251512;2524018.062604604;[];[]
195434;Старикам тут не место;2007;321839.0;1005690.0;289.0;;7.8;8.2;8.8;122.0;16.0;r;movie;['триллер', 'драма', 'криминал', 'вестерн'];['США'];74283625;3.0;25000000.0;4923423.491709776;3409074.988624442;2418399.734008632;[];[]
582170;Мы — Миллеры;2013;321668.0;467536.0;161.0;8688.0;7.248;7.0;5.5;110.0;16.0;r;movie;['комедия', 'криминал'];['США', 'Великобритания'];150394119;2.0;37000000.0;14803188.430131188;2450369.00378215;386365.06746091234;[];['New Line Cinema']
817969;Убийство в Восточном экспрессе;2017;321324.0;269746.0;300.0;25611.0;6.885;6.5;6.1;114.0;16.0;pg13;movie;['детектив', 'криминал', 'драма'];['США', 'Мальта', 'Великобритания'];102826543;3.0;55000000.0;59487567.15440527;411120.6735584447;4177279.746095777;['Moving Picture Company, The'];['20th Century Fox Film Corporation', 'AMT']
930534;Сплит;2017;320492.0;520402.0;313.0;8690.0;7.014;7.3;6.5;117.0;18.0;pg13;movie;['триллер', 'ужасы'];['США', 'Япония'];138291365;0.0;9000000.0;15554741.957456447;4495961.747253646;4366242.469763051;[];[]
575613;Бегущий в лабиринте;2014;320460.0;485635.0;174.0;33751.0;6.815;6.8;5.9;113.0;16.0;pg13;movie;['фантастика', 'триллер', 'приключения'];['США', 'Великобритания'];102427862;4.0;34000000.0;7997283.556944918;;;['Gentle Giant Studios Inc.', 'Method Studios', 'Third Floor, The'];['AMT']
432724;Гадкий я;2010;319938.0;562844.0;203.0;12433.0;7.791;7.6;6.8;95.0;6.0;pg;cartoon;['мультфильм', 'фантастика', 'комедия', 'криминал', 'приключения', 'семейный'];['США', 'Франция'];251513985;6.0;69000000.0;9703326.02724097;;4287.265769166311;[];['Universal Pictures']
3442;Троя;2004;319479.0;550035.0;229.0;;8.041;7.3;6.0;163.0;16.0;r;movie;['боевик', 'история', 'драма', 'мелодрама'];['США', 'Мальта', 'Великобритания'];133378256;0.0;175000000.0;17209720.519425634;621587.2417551244;;['Cinesite'];[]
467099;Прометей;2012;318132.0;623456.0;315.0;46948.0;7.02;7.0;7.0;124.0;16.0;r;movie;['фантастика', 'ужасы'];['США', 'Великобритания'];126477084;3.0;130000000.0;23985034.759353485;1750941.9425696286;6522694.534310641;['Lola Visual Effects', 'Moving Picture Company, The', 'Plowman Craven & Associates'];['AMT']
841081;Ла-Ла Ленд;2016;317725.0;634345.0;470.0;11702.0;7.978;8.0;8.7;128.0;18.0;pg13;movie;['мюзикл', 'драма', 'мелодрама', 'комедия', 'музыка'];['США', 'Гонконг'];151101803;2.0;30000000.0;39225278.89701958;4447540.454307477;4363601.679235998;['Industrial Light & Magic (ILM)'];['AMT']
103734;Кунг-фу Панда;2008;316122.0;491259.0;191.0;;7.805;7.6;7.1;91.0;0.0;pg;cartoon;['мультфильм', 'фэнтези', 'боевик', 'комедия', 'приключения', 'семейный'];['США', 'Великобритания'];215434591;3.0;130000000.0;16550113.886751458;98391.43097992423;82626.6319364994;[];[]
474953;Шерлок Холмс: Игра теней;2011;315940.0;467073.0;231.0;79101.0;7.852;7.4;6.0;128.0;12.0;pg13;movie;['боевик', 'приключения', 'триллер', 'криминал', 'детектив'];['США', 'Великобритания'];186848418;4.0;125000000.0;29855829.1570738;38557.7077824242;4280483.315174661;['Plowman Craven & Associates'];['Silver Pictures', 'Village Roadshow Pictures', 'Warner Bros. Pictures']
2898;Человек-паук 2;2004;315745.0;676331.0;275.0;;7.341;7.4;8.3;127.0;12.0;pg13;movie;['фантастика', 'боевик', 'приключения'];['США'];373585825;4.0;200000000.0;6921686.988271339;1717007.7808144246;1545401.991297847;['Gentle Giant Studios Inc.', 'Pacific Title', 'Sony Pictures Imageworks'];['Columbia Pictures Corporation']
848894;Вторая жизнь Уве;2015;314828.0;63807.0;122.0;;8.191;7.7;7.2;116.0;16.0;pg13;movie;['драма', 'мелодрама', 'комедия'];['Швеция'];3479315;4.0;;103133.43541109888;4309.0693151195765;4309.0693151195765;[];[]
195496;Человек-муравей;2015;313258.0;695968.0;340.0;38302.0;7.1;7.3;6.9;117.0;12.0;pg13;movie;['фантастика', 'боевик', 'комедия', 'приключения'];['США'];180202163;3.0;130000000.0;24858944.64001165;12199168.121096484;1204544.8339131365;['Cinesite', 'Double Negative', 'Gentle Giant Studios Inc.', 'Industrial Light & Magic (ILM)', 'Lola Visual Effects', 'Method Studios'];[]
1044906;Тихое место;2018;312640.0;562784.0;387.0;6809.0;6.828;7.5;8.2;90.0;18.0;pg13;movie;['ужасы', 'фантастика', 'драма'];['США'];188024361;4.0;17000000.0;14435964.292601656;127939.04586408962;;['Industrial Light & Magic (ILM)'];[]
467293;Грязь;2013;312605.0;112621.0;98.0;8681.0;7.635;7.0;6.2;93.0;18.0;r;movie;['криминал', 'комедия', 'драма'];['Великобритания', 'Германия', 'Швеция', 'Бельгия', 'США'];34411;3.0;;19495536.386936363;280085.8507604608;13679.13746192236;[];[]
843479;Фантастические твари: Преступления Грин-де-Вальда;2018;312053.0;299319.0;336.0;64848.0;6.71;6.5;5.3;134.0;12.0;pg13;movie;['фэнтези', 'приключения', 'семейный'];['Великобритания', 'США'];159555901;6.0;200000000.0;62712838.01786627;8780094.895656055;11471181.0604146;['Double Negative', 'Industrial Light & Magic (ILM)', 'Lola Visual Effects', 'Proof', 'Rodeo FX'];['Warner Bros. Pictures']
427198;Социальная сеть;2010;310823.0;725737.0;330.0;18327.0;7.729;7.8;9.0;120.0;12.0;pg13;movie;['драма', 'биография'];['США'];96962694;4.0;50000000.0;4280293.440240251;639864.5655772184;7834746.00924483;['Lola Visual Effects'];['Relativity Media']
1198736;Я иду искать;2019;309352.0;171149.0;320.0;2790.0;6.933;6.9;7.2;95.0;18.0;r;movie;['триллер', 'комедия', 'ужасы'];['США'];28714231;2.0;6000000.0;7474915.406772555;21339.78741949136;178035.11288589885;[];[]
841152;Славные парни;2016;309099.0;344658.0;324.0;15647.0;7.249;7.3;7.6;115.0;16.0;r;movie;['криминал', 'комедия', 'боевик'];['США', 'Великобритания'];36261763;3.0;50000000.0;32306534.2004014;3195552.3451514533;3826991.2684301417;['Digiscope'];['Silver Pictures']
824437;Меч короля Артура;2017;305417.0;224218.0;279.0;45339.0;7.158;6.7;4.7;126.0;16.0;pg13;movie;['фэнтези', 'боевик', 'драма', 'приключения'];['Великобритания', 'США', 'Австралия'];39175066;3.0;175000000.0;27466279.27990245;5638291.577827379;7382070.605755542;['Method Studios', 'Moving Picture Company, The', 'Plowman Craven & Associates'];['Village Roadshow Pictures', 'Warner Bros. Pictures']
309;Эквилибриум;2002;304764.0;339107.0;90.0;;7.885;7.3;4.9;107.0;16.0;r;movie;['фантастика', 'боевик', 'триллер', 'драма'];['США'];1203794;1.0;20000000.0;3773705.4079043353;80273.6594382544;;['Custom Film Effects', 'Pacific Title & Art Studio'];[]
1005878;Король Лев;2019;304311.0;259657.0;435.0;32905.0;7.206;6.8;6.0;118.0;6.0;pg;cartoon;['мультфильм', 'мюзикл', 'драма', 'приключения', 'семейный'];['США', 'Великобритания'];543638043;3.0;260000000.0;20543118.083436538;12695345.895771652;8950607.622556807;['Moving Picture Company, The'];[]
257898;Стрелок;2007;304139.0;344211.0;151.0;;7.672;7.1;5.6;124.0;16.0;r;movie;['боевик', 'триллер', 'драма'];['США'];47003582;3.0;61000000.0;7847147.012096584;;1007874.5172847916;['Pacific Title & Art Studio'];['Paramount Pictures']
195615;Механик;2010;301238.0;165754.0;168.0;14725.0;6.763;6.5;5.6;93.0;16.0;r;movie;['боевик', 'триллер', 'криминал'];['США'];29121498;2.0;40000000.0;10048850.168199215;238933.41951247625;557205.4492064739;[];['Millennium Films']
693126;Город героев;2014;301138.0;478975.0;231.0;7522.0;7.977;7.8;7.4;105.0;6.0;pg;cartoon;['мультфильм', 'фантастика', 'комедия', 'семейный', 'боевик'];['США'];222527828;6.0;165000000.0;16301682.444773257;2535652.487640169;291570.2687297531;[];[]
491724;Девушка с татуировкой дракона;2011;301067.0;475746.0;259.0;24024.0;7.751;7.8;7.6;158.0;18.0;r;movie;['детектив', 'триллер', 'драма', 'криминал'];['США', 'Швеция', 'Норвегия'];102515793;1.0;90000000.0;21138706.37934149;3156835.666513121;10136234.641423903;['Digital Domain', 'Method Studios'];['Metro-Goldwyn-Mayer (MGM)']
102198;Иллюзионист;2005;300888.0;381009.0;195.0;1.0;8.005;7.5;6.9;110.0;16.0;pg13;movie;['драма', 'фэнтези', 'триллер', 'мелодрама', 'детектив'];['США', 'Чехия'];39868642;2.0;16500000.0;7656048.0975097185;;;[];[]
602373;Голодные игры: И вспыхнет пламя;2013;300725.0;685776.0;297.0;56695.0;7.48;7.5;7.6;146.0;18.0;pg13;movie;['фантастика', 'боевик', 'триллер', 'приключения'];['США'];424668047;4.0;130000000.0;50806282.140838005;8505788.577486556;2684809.080086042;['4-Ward Productions', 'Double Negative', 'Gentle Giant Studios Inc.', 'Method Studios', 'Proof', 'Rodeo FX'];[]
666;Форсаж;2001;299771.0;408786.0;153.0;;7.77;6.8;5.4;106.0;16.0;pg13;movie;['боевик', 'триллер', 'криминал'];['США', 'Германия'];144533925;4.0;38000000.0;2068564.528915472;182398.5550862131;152624.20613027614;['Digiscope'];['Universal Pictures']
158786;Жизнь Пи;2012;299595.0;647097.0;256.0;6955.0;7.833;7.9;7.9;127.0;6.0;pg;movie;['фэнтези', 'драма', 'приключения'];['США', 'Тайвань', 'Великобритания', 'Канада', 'Индия', 'Франция'];124987023;2.0;120000000.0;2454183.801536385;420954.851719883;1571332.9152412915;['Lola Visual Effects', 'Moving Picture Company, The', 'Plowman Craven & Associates', 'Rhythm & Hues'];['AMT']
835877;Телохранитель киллера;2017;299266.0;238965.0;228.0;12627.0;6.961;6.9;5.2;118.0;18.0;r;movie;['боевик', 'комедия'];['США', 'Гонконг', 'Болгария', 'Нидерланды', 'Канада', 'Великобритания', 'Франция'];75468583;3.0;30000000.0;64805286.94284128;75506.39134384836;709877.8706702027;[];[]
281251;Мальчик в полосатой пижаме;2008;298142.0;231086.0;145.0;;8.182;7.7;6.3;94.0;12.0;pg13;movie;['драма', 'военный'];['Великобритания', 'США'];9046156;2.0;12500000.0;3231203.0807830635;;;[];[]
464484;Облачный атлас;2012;297931.0;368026.0;293.0;37228.0;7.744;7.4;6.7;172.0;18.0;r;movie;['фантастика', 'драма', 'боевик', 'детектив', 'приключения'];['США', 'Германия', 'Гонконг', 'Сингапур'];27108272;4.0;102000000.0;39108329.05305042;10997525.899827717;5151939.031374593;['Industrial Light & Magic (ILM)', 'Lola Visual Effects', 'Method Studios'];[]
906654;Kingsman: Золотое кольцо;2017;296335.0;344974.0;309.0;42032.0;6.962;6.7;5.4;141.0;18.0;r;movie;['боевик', 'триллер', 'комедия', 'криминал', 'приключения'];['Великобритания', 'США'];100234838;5.0;104000000.0;65256077.82156547;20053118.543741405;8727400.056077119;['Moving Picture Company, The', 'Sony Pictures Imageworks'];['20th Century Fox Film Corporation', 'AMT']
408410;Гран Торино;2008;296077.0;791564.0;236.0;;8.144;8.1;7.1;116.0;16.0;r;movie;['драма'];['США', 'Германия'];148095302;3.0;33000000.0;4714002.897535571;;3240992.7909730207;['Pacific Title & Art Studio'];['Village Roadshow Pictures']
950968;Монстры на каникулах 3: Море зовёт;2018;295756.0;81384.0;119.0;6805.0;6.905;6.3;5.5;97.0;6.0;pg;cartoon;['мультфильм', 'фэнтези', 'приключения', 'комедия', 'семейный'];['США', 'Корея Южная'];167510016;2.0;80000000.0;33989609.40512874;;1528937.627900993;['Sony Pictures Imageworks'];[]
694051;Миньоны;2015;293609.0;248089.0;226.0;33167.0;6.234;6.4;5.8;91.0;6.0;pg;cartoon;['мультфильм', 'фантастика', 'комедия', 'криминал', 'приключения', 'семейный'];['США', 'Франция'];336045770;4.0;74000000.0;47605282.80718905;361876.7681486173;1902252.202095145;[];['Universal Pictures']
397494;Район №9;2009;292822.0;696678.0;313.0;9118.0;7.771;7.9;7.8;112.0;16.0;r;movie;['фантастика', 'триллер', 'боевик', 'драма'];['ЮАР', 'США', 'Новая Зеландия', 'Канада'];115646235;3.0;30000000.0;4284.205113812978;7096.222192562032;7096.222192562032;[];[]
597687;Люди Икс: Дни минувшего будущего;2014;292784.0;726905.0;333.0;73537.0;7.729;7.9;7.5;131.0;12.0;pg13;movie;['фантастика', 'боевик', 'триллер', 'приключения'];['Великобритания', 'США'];233921534;6.0;200000000.0;86227922.4202413;15609043.98364264;;['Cinesite', 'Digital Domain', 'Lola Visual Effects', 'Method Studios', 'Moving Picture Company, The', 'Rhythm & Hues', 'Third Floor, The'];['20th Century Fox Film Corporation', 'AMT']
